FileName,Nodes,Relationships,Time Elapsed
CleanWikiDump_part451.json,55102,72215,5.628833532333374
CleanWikiDump_part308.json,119837,165540,8.543696641921997
CleanWikiDump_part190.json,182496,264951,11.515822172164917
CleanWikiDump_part431.json,247650,378248,14.903217554092407
CleanWikiDump_part111.json,313398,497554,18.514111042022705
CleanWikiDump_part182.json,375850,617441,22.038328409194946
CleanWikiDump_part181.json,429148,737006,25.442219018936157
CleanWikiDump_part109.json,488058,865556,29.148701429367065
CleanWikiDump_part110.json,536465,996048,32.56083083152771
CleanWikiDump_part367.json,596671,1126053,36.20751667022705
CleanWikiDump_part342.json,656849,1260316,40.15108323097229
CleanWikiDump_part276.json,714839,1403311,44.32819437980652
CleanWikiDump_part449.json,773139,1547298,48.37411618232727
CleanWikiDump_part447.json,831036,1696817,52.86330771446228
CleanWikiDump_part437.json,886537,1848232,57.06955289840698
CleanWikiDump_part189.json,944755,2001590,61.29968786239624
CleanWikiDump_part450.json,998770,2161035,65.94432473182678
CleanWikiDump_part448.json,1050898,2322062,70.43279886245728
CleanWikiDump_part364.json,1106753,2483677,75.03428626060486
CleanWikiDump_part307.json,1162624,2647419,79.90680289268494
CleanWikiDump_part363.json,1213080,2811567,84.58393454551697
CleanWikiDump_part343.json,1263288,2977363,89.35807871818542
CleanWikiDump_part445.json,1315018,3146196,93.93876767158508
CleanWikiDump_part446.json,1362922,3316949,98.36194157600403
CleanWikiDump_part432.json,1411498,3487473,102.73493242263794
CleanWikiDump_part311.json,1465451,3662395,107.28571105003357
CleanWikiDump_part439.json,1513210,3838077,111.74125385284424
CleanWikiDump_part444.json,1562969,4017106,116.29165935516357
CleanWikiDump_part438.json,1607438,4195200,121.0479907989502
CleanWikiDump_part401.json,1654267,4370786,125.63653612136841
CleanWikiDump_part150.json,1708357,4550677,130.4160032272339
CleanWikiDump_part428.json,1754548,4728672,135.77097392082214
CleanWikiDump_part235.json,1806012,4914403,141.05947637557983
CleanWikiDump_part443.json,1852921,5105058,146.63785791397095
CleanWikiDump_part219.json,1910278,5297631,152.34478044509888
CleanWikiDump_part365.json,1958012,5491145,157.67731952667236
CleanWikiDump_part433.json,2003146,5683462,162.53937339782715
CleanWikiDump_part414.json,2052758,5876070,167.59872579574585
CleanWikiDump_part441.json,2096853,6072929,172.78436493873596
CleanWikiDump_part315.json,2148743,6270287,178.30691480636597
CleanWikiDump_part442.json,2189349,6469235,183.87886714935303
CleanWikiDump_part434.json,2229068,6668959,189.36841106414795
CleanWikiDump_part389.json,2277677,6869772,194.9678521156311
CleanWikiDump_part321.json,2322106,7071573,200.51783752441406
CleanWikiDump_part416.json,2366364,7272817,206.010488986969
CleanWikiDump_part188.json,2418308,7478265,211.89129829406738
CleanWikiDump_part314.json,2463614,7684753,217.62618970870972
CleanWikiDump_part403.json,2505273,7890840,223.2811336517334
CleanWikiDump_part309.json,2547848,8097115,228.87509298324585
CleanWikiDump_part426.json,2590147,8303477,234.4649796485901
CleanWikiDump_part427.json,2630631,8511030,240.16325306892395
CleanWikiDump_part435.json,2669134,8717664,245.84163975715637
CleanWikiDump_part329.json,2713980,8928957,251.7591679096222
CleanWikiDump_part436.json,2749471,9140148,257.6758246421814
CleanWikiDump_part340.json,2796322,9354548,263.68741607666016
CleanWikiDump_part220.json,2846823,9572502,269.8402142524719
CleanWikiDump_part429.json,2882864,9786546,275.6610703468323
CleanWikiDump_part395.json,2929191,9999385,281.6534163951874
CleanWikiDump_part391.json,2967426,10213730,287.62005639076233
CleanWikiDump_part415.json,3005259,10429408,293.7574772834778
CleanWikiDump_part440.json,3040514,10649134,299.929899930954
CleanWikiDump_part421.json,3077153,10866523,306.0812249183655
CleanWikiDump_part305.json,3119210,11085357,312.47580456733704
CleanWikiDump_part378.json,3159410,11304129,318.71031641960144
CleanWikiDump_part377.json,3196591,11521634,324.9234187602997
CleanWikiDump_part396.json,3236303,11741437,331.3642122745514
CleanWikiDump_part430.json,3271501,11960433,337.728657245636
CleanWikiDump_part310.json,3313103,12182353,344.2580065727234
CleanWikiDump_part366.json,3349343,12404244,350.8542511463165
CleanWikiDump_part385.json,3390896,12626719,357.3265450000763
CleanWikiDump_part128.json,3440623,12854423,364.3981454372406
CleanWikiDump_part404.json,3473211,13075811,371.3098192214966
CleanWikiDump_part394.json,3512536,13295896,378.08052492141724
CleanWikiDump_part330.json,3553800,13519933,384.85675072669983
CleanWikiDump_part402.json,3586976,13743937,391.64502358436584
CleanWikiDump_part390.json,3623829,13969257,398.71169567108154
CleanWikiDump_part397.json,3662966,14190566,405.58397793769836
CleanWikiDump_part337.json,3703676,14418951,412.72100853919983
CleanWikiDump_part412.json,3743089,14642847,419.74585723876953
CleanWikiDump_part175.json,3789321,14873238,427.26508474349976
CleanWikiDump_part413.json,3827516,15098059,434.78871726989746
CleanWikiDump_part410.json,3868477,15323443,442.3242926597595
CleanWikiDump_part338.json,3905512,15551858,450.0059781074524
CleanWikiDump_part411.json,3942715,15779236,457.84649419784546
CleanWikiDump_part425.json,3976273,16004893,465.8875870704651
CleanWikiDump_part384.json,4011989,16229731,473.23016834259033
CleanWikiDump_part420.json,4044818,16459426,480.6193082332611
CleanWikiDump_part373.json,4076416,16688434,488.6300439834595
CleanWikiDump_part393.json,4113900,16917804,496.5687663555145
CleanWikiDump_part419.json,4147344,17151283,504.6563503742218
CleanWikiDump_part376.json,4177386,17384985,513.108722448349
CleanWikiDump_part417.json,4209805,17616918,521.0602111816406
CleanWikiDump_part245.json,4252506,17852216,529.1021838188171
CleanWikiDump_part405.json,4283117,18086544,537.3197824954987
CleanWikiDump_part381.json,4313021,18319295,545.1734795570374
CleanWikiDump_part097.json,4356999,18559403,553.917150259018
CleanWikiDump_part244.json,4395958,18797844,562.1951773166656
CleanWikiDump_part392.json,4424368,19028200,570.0278804302216
CleanWikiDump_part350.json,4466039,19261836,577.7433824539185
CleanWikiDump_part371.json,4499644,19497123,586.7042455673218
CleanWikiDump_part388.json,4530618,19731139,594.9736669063568
CleanWikiDump_part398.json,4563720,19962795,602.863621711731
CleanWikiDump_part372.json,4595189,20199264,611.1551072597504
CleanWikiDump_part240.json,4638713,20438266,619.2446072101593
CleanWikiDump_part370.json,4670848,20673645,627.0426445007324
CleanWikiDump_part328.json,4703505,20914911,635.3762085437775
CleanWikiDump_part246.json,4742588,21156492,644.0718955993652
CleanWikiDump_part322.json,4775780,21396673,652.5028388500214
CleanWikiDump_part418.json,4812954,21635839,660.4879195690155
CleanWikiDump_part358.json,4844624,21876992,668.8031828403473
CleanWikiDump_part326.json,4881752,22118736,676.9151093959808
CleanWikiDump_part129.json,4922192,22363868,685.2575163841248
CleanWikiDump_part331.json,4958271,22607440,693.3207323551178
CleanWikiDump_part424.json,4998169,22847101,701.7510092258453
CleanWikiDump_part325.json,5028744,23088412,710.1908180713654
CleanWikiDump_part422.json,5057764,23328854,718.3511090278625
CleanWikiDump_part149.json,5095858,23575206,727.3222787380219
CleanWikiDump_part408.json,5124279,23816959,736.1141653060913
CleanWikiDump_part290.json,5157317,24065589,744.7371416091919
CleanWikiDump_part303.json,5188512,24307690,771.9604604244232
CleanWikiDump_part191.json,5229941,24548831,780.8518698215485
CleanWikiDump_part347.json,5257396,24792708,790.5336902141571
CleanWikiDump_part336.json,5287066,25039940,799.4322698116302
CleanWikiDump_part339.json,5320927,25286158,808.1311042308807
CleanWikiDump_part356.json,5348376,25532210,816.9205310344696
